,quyu,home_num,size,chaoxiang,jianzao,tags,city
1968,1,3,95.3,0,1992.0,1,0
1969,0,2,66.5,4,1996.0,1,0
1970,1,2,55.7,1,2006.0,1,0
1971,0,3,125.2,0,2003.0,1,0
1972,0,3,137.8,3,1998.0,1,0
1973,0,1,92.8,1,2009.0,1,0
1974,1,3,75.6,0,2004.0,1,0
1975,0,2,76.6,0,1996.0,1,0
1976,0,3,87.1,0,1990.0,1,0
1977,1,3,71.1,3,2009.0,1,0
1978,1,2,86.0,1,2000.0,1,0
1979,1,2,82.3,1,2000.0,1,0
1980,1,3,82.9,3,2002.0,1,0
1981,0,3,108.1,0,1990.0,1,0
1982,0,2,95.3,3,2003.0,1,0
1983,2,4,114.0,3,2015.0,1,0
1984,1,3,92.3,0,2000.0,1,0
1985,0,2,67.4,7,1999.0,1,0
1986,1,3,94.4,0,2002.0,1,0
1987,0,3,136.6,0,1994.0,1,0
1988,1,3,97.5,3,2009.0,1,0
1989,1,3,87.2,0,2002.0,1,0
1990,0,3,121.4,0,1998.0,1,0
1991,0,3,114.5,0,2004.0,1,0
1992,0,2,52.7,0,1998.0,1,0
1993,1,2,72.3,2,1997.0,1,0
1994,2,3,88.4,0,2014.0,1,0
1995,0,4,137.8,0,2000.0,1,0
1996,0,3,128.8,5,2005.0,1,0
1997,0,3,71.0,0,2012.0,1,0
1998,0,3,99.2,1,1993.0,1,0
1999,0,2,106.9,0,1996.0,1,0
2000,1,2,78.7,3,2006.0,1,0
2001,0,2,65.2,2,1999.0,1,0
2002,0,2,50.6,5,1990.0,1,0
2003,0,1,60.1,9,2004.0,1,0
2004,0,3,134.9,0,2007.0,0,0
2005,0,3,118.3,0,1995.0,1,0
2006,1,4,109.9,3,2014.0,1,0
2007,0,2,74.5,4,2000.0,1,0
2008,1,4,121.2,0,2002.0,1,0
2009,1,3,128.0,0,2003.0,1,0
2010,0,4,147.6,0,2002.0,1,0
2011,0,3,100.4,0,1993.0,1,0
2012,0,3,133.6,0,2005.0,1,0
2013,0,3,105.8,0,2003.0,1,0
2014,0,3,105.7,0,2000.0,1,0
2015,0,4,131.0,0,2005.0,1,0
2016,0,4,138.7,0,2005.0,1,0
2017,4,2,90.1,3,2010.0,1,0
2018,0,2,51.8,2,2000.0,1,0
2019,1,2,78.5,0,1999.0,1,0
2020,0,3,117.6,0,2009.0,1,0
2021,1,2,67.8,1,2000.0,1,0
2022,0,4,136.8,9,2008.0,1,0
2023,1,3,112.0,0,2000.0,1,0
2024,0,3,80.0,3,1996.0,1,0
2025,1,2,74.6,0,1993.0,1,0
2026,1,3,136.4,0,2003.0,1,0
2027,0,3,102.0,0,2004.0,1,0
2028,0,3,92.1,0,2000.0,0,0
2029,1,2,77.0,0,2007.0,1,0
2030,1,4,114.5,0,2001.0,1,0
2031,1,4,122.0,6,2000.0,1,0
2032,1,2,75.6,1,2004.0,1,0
2033,0,4,168.6,0,2019.0,1,0
2034,0,3,157.5,1,2018.0,1,0
2035,0,2,88.0,3,2011.0,1,0
2036,0,2,52.0,0,1988.0,1,0
2037,0,3,44.0,5,2000.0,1,0
2038,1,2,61.5,1,1997.0,1,0
2039,2,2,80.4,1,2020.0,1,0
2040,2,2,80.2,0,2020.0,1,0
2041,1,3,85.5,0,2005.0,1,0
2042,1,3,105.4,2,2003.0,1,0
2043,0,2,55.8,0,2003.0,1,0
2044,1,3,126.9,0,2013.0,1,0
2045,0,4,154.2,3,2010.0,1,0
2046,0,2,97.5,3,2004.0,1,0
2047,1,2,91.9,3,2006.0,1,0
2048,1,2,92.3,1,2006.0,1,0
2049,1,3,71.5,0,1995.0,1,0
2050,0,4,92.2,0,2017.0,1,0
2051,0,4,140.9,0,2004.0,1,0
2052,0,3,122.0,7,2004.0,1,0
2053,1,3,82.0,0,1998.0,1,0
2054,0,3,116.6,4,1999.0,1,0
2055,0,2,77.2,0,2006.0,1,0
2056,0,3,121.0,0,2004.0,1,0
2057,1,2,67.0,3,1996.0,1,0
2058,1,2,72.0,1,2000.0,1,0
2059,0,3,91.9,0,2000.0,0,0
2060,0,2,58.0,0,1990.0,1,0
2061,0,2,64.5,0,1985.0,1,0
2062,0,2,51.0,0,1980.0,1,0
2063,0,3,82.3,0,1998.0,1,0
2064,1,3,85.7,0,2000.0,1,0
2065,0,3,132.2,7,2003.0,1,0
2066,0,2,103.2,3,1984.0,1,0
2067,0,5,132.1,0,2000.0,1,0
2068,0,2,87.7,1,2008.0,1,0
2069,1,2,73.8,0,1998.0,1,0
2070,0,3,129.0,0,2003.0,1,0
2071,0,3,126.8,5,2003.0,1,0
2072,0,3,101.3,0,2007.0,1,0
2073,1,3,71.9,0,1999.0,1,0
2074,4,2,84.6,0,2008.0,1,0
2075,0,2,54.0,0,2008.0,1,0
2076,1,2,63.4,0,1998.0,1,0
2077,1,4,135.5,1,2010.0,1,0
2078,1,2,103.9,1,2016.0,1,0
2079,1,3,117.4,3,2000.0,1,0
2080,0,3,122.2,4,2008.0,1,0
2081,0,3,121.8,1,2000.0,1,0
2082,0,4,118.3,0,2018.0,1,0
2083,0,2,73.3,0,2000.0,0,0
2084,0,2,52.7,1,2004.0,1,0
2085,0,3,112.4,0,2002.0,1,0
2086,0,3,137.2,3,1999.0,1,0
2087,0,3,75.0,0,1992.0,1,0
2088,1,2,74.7,1,2010.0,1,0
2089,1,2,80.6,0,2000.0,1,0
2090,1,3,73.0,0,2000.0,1,0
2091,0,3,117.3,0,2006.0,1,0
2092,0,3,124.0,0,2003.0,1,0
2093,0,3,117.0,0,2002.0,1,0
2094,1,3,106.3,0,2008.0,1,0
2095,2,4,131.2,0,2017.0,1,0
2096,1,2,53.3,1,2006.0,1,0
2097,0,2,100.1,0,1990.0,1,0
2098,1,3,85.3,1,1998.0,1,0
2099,1,2,73.2,0,2018.0,1,0
2100,1,3,131.8,0,2014.0,1,0
2101,0,3,148.8,0,2018.0,1,0
2102,0,1,52.5,5,2008.0,1,0
2103,1,4,92.9,0,2005.0,1,0
2104,0,4,136.4,0,2004.0,1,0
2105,0,2,58.6,0,1988.0,1,0
2106,0,2,92.6,0,2000.0,1,0
2107,1,2,77.5,0,2000.0,1,0
2108,1,3,78.0,0,1999.0,1,0
2109,1,3,118.5,0,2004.0,1,0
2110,1,3,102.7,3,2010.0,1,0
2111,1,2,91.8,5,2006.0,1,0
2112,0,4,135.4,5,2008.0,1,0
2113,1,2,93.0,0,1998.0,1,0
2114,0,2,56.6,0,1976.0,1,0
2115,0,2,69.9,0,2017.0,1,0
2116,0,2,56.9,0,1987.0,1,0
2117,1,2,73.9,0,1997.0,1,0
2118,2,4,98.1,0,2017.0,1,0
2119,0,2,55.9,7,2000.0,1,0
2120,0,3,107.7,0,1998.0,1,0
2121,1,2,75.3,3,2009.0,1,0
2122,0,2,82.1,0,2000.0,0,0
2123,0,3,141.8,0,2004.0,1,0
2124,0,3,117.2,0,2011.0,1,0
2125,1,3,72.0,0,2010.0,1,0
2126,0,1,48.3,0,2004.0,1,0
2127,0,1,51.8,2,2004.0,1,0
2128,1,3,138.8,0,2010.0,1,0
2129,1,3,100.0,0,2000.0,1,0
2130,0,2,48.0,1,2004.0,1,0
2131,0,4,130.4,0,1996.0,1,0
2132,0,3,124.4,1,1997.0,1,0
2133,1,3,107.8,0,2000.0,1,0
2134,0,2,96.3,0,2012.0,1,0
2135,0,2,73.7,1,2003.0,1,0
2136,0,3,100.8,0,2010.0,1,0
2137,0,3,104.7,0,2002.0,1,0
2138,0,3,123.0,0,2000.0,1,0
2139,1,3,86.3,1,2000.0,1,0
2140,1,2,62.8,0,1988.0,1,0
2141,0,3,127.9,0,2004.0,0,0
2142,1,3,132.1,1,2004.0,1,0
2143,0,3,138.7,0,2003.0,1,0
2144,1,2,96.3,1,2015.0,1,0
2145,0,2,90.6,0,2007.0,1,0
2146,0,2,70.4,0,1996.0,1,0
2147,0,3,108.2,0,1992.0,1,0
2148,0,2,58.0,0,2000.0,1,0
2149,0,2,87.9,0,2000.0,1,0
2150,0,2,56.0,0,1992.0,1,0
2151,1,3,89.0,0,1998.0,1,0
2152,0,2,87.3,1,2008.0,1,0
2153,0,1,53.1,1,2009.0,1,0
2154,1,3,98.3,0,2002.0,1,0
2155,0,2,57.8,0,1989.0,1,0
2156,0,3,84.0,5,2003.0,0,0
2157,1,3,108.8,2,1998.0,1,0
2158,0,4,124.8,1,1998.0,1,0
2159,0,1,55.5,1,2005.0,1,0
2160,0,3,104.2,0,2000.0,1,0
2161,1,2,72.2,1,2002.0,1,0
2162,1,3,68.6,0,2000.0,1,0
2163,0,2,72.1,0,1997.0,1,0
2164,0,2,93.2,8,1994.0,1,0
2165,0,2,60.1,3,2005.0,1,0
2166,0,2,58.8,6,2000.0,1,0
2167,0,3,135.5,6,2003.0,1,0
2168,0,2,87.5,2,2013.0,1,0
2169,2,3,106.6,0,2020.0,1,0
2170,0,3,136.6,5,1996.0,1,0
2171,0,2,92.2,3,2002.0,1,0
2172,1,3,129.9,0,2015.0,1,0
2173,1,2,56.9,0,2005.0,1,0
2174,0,1,47.3,2,2005.0,1,0
2175,0,2,95.4,9,2008.0,1,0
2176,0,2,74.2,1,1994.0,1,0
2177,1,3,81.9,4,2000.0,1,0
2178,1,3,85.0,0,2000.0,1,0
2179,0,4,132.7,0,2005.0,1,0
2180,0,3,121.1,0,2002.0,1,0
2181,0,4,179.9,3,2011.0,1,0
2182,1,3,125.6,5,1999.0,1,0
2183,0,4,133.9,0,2000.0,1,0
2184,0,4,122.3,1,2013.0,1,0
2185,0,3,133.3,0,2002.0,1,0
2186,0,3,104.7,0,1994.0,1,0
2187,0,2,63.4,7,1995.0,1,0
2188,2,3,107.9,0,2019.0,1,0
2189,0,3,127.2,5,2008.0,1,0
2190,0,3,103.5,6,2001.0,1,0
2191,0,2,51.0,6,2004.0,1,0
2192,1,2,85.6,3,2009.0,1,0
2193,0,3,113.9,0,2004.0,1,0
2194,1,3,78.1,0,2000.0,1,0
2195,0,3,106.0,0,2006.0,1,0
2196,0,3,117.4,0,2009.0,1,0
2197,0,3,110.7,0,2018.0,1,0
2198,0,2,94.0,1,2007.0,1,0
2199,0,1,54.3,0,2018.0,1,0
2200,0,4,160.3,0,2003.0,1,0
2201,0,3,105.0,6,1995.0,1,0
2202,0,3,125.3,7,2005.0,1,0
2203,0,3,72.9,3,1999.0,0,0
2204,1,4,126.0,3,2018.0,1,0
2205,0,3,125.7,0,2004.0,1,0
2206,1,2,75.1,0,1998.0,1,0
2207,0,3,132.6,0,2008.0,1,0
2208,0,2,51.6,0,1987.0,1,0
2209,0,1,46.6,2,2005.0,1,0
2210,0,4,125.9,1,2001.0,1,0
2211,1,2,77.5,0,2003.0,1,0
2212,0,3,121.7,4,2008.0,1,0
2213,0,3,125.3,6,2005.0,1,0
2214,1,3,89.8,0,1999.0,1,0
2215,1,2,66.8,0,1994.0,1,0
2216,1,3,90.5,0,2000.0,1,0
2217,1,2,73.9,0,1993.0,1,0
2218,1,3,135.6,5,2000.0,0,0
2219,0,3,136.3,0,2004.0,1,0
2220,0,2,71.0,0,1986.0,1,0
2221,0,2,77.2,0,2000.0,1,0
2222,1,1,70.6,5,2011.0,1,0
2223,0,3,111.4,3,2002.0,1,0
2224,0,4,136.2,3,2007.0,1,0
2225,1,3,103.7,3,2007.0,1,0
2226,0,2,70.4,5,2005.0,0,0
2227,0,3,66.3,0,1990.0,1,0
2228,1,2,69.1,6,2005.0,1,0
2229,1,2,68.4,3,2005.0,1,0
2230,0,1,48.3,0,2004.0,1,0
2231,1,3,138.6,1,2010.0,1,0
2232,1,2,76.9,1,2000.0,1,0
2233,1,4,93.6,0,2014.0,1,0
2234,0,4,179.7,0,2002.0,1,0
2235,1,3,114.0,0,2002.0,1,0
2236,1,2,83.2,2,2000.0,1,0
2237,0,3,132.6,0,2004.0,1,0
2238,0,3,103.2,0,2001.0,1,0
2239,0,2,85.5,0,2003.0,1,0
2240,0,3,158.1,3,2019.0,1,0
2241,0,2,53.1,5,2008.0,1,0
2242,1,2,72.0,2,2000.0,1,0
2243,0,3,129.5,0,2006.0,1,0
2244,1,3,102.6,0,1998.0,1,0
2245,1,2,83.6,0,1999.0,1,0
2246,0,2,92.5,3,2004.0,1,0
2247,0,3,131.3,2,2005.0,0,0
2248,0,3,130.5,5,1998.0,1,0
2249,0,1,55.3,0,1990.0,1,0
2250,1,2,77.0,0,1999.0,1,0
2251,0,3,110.1,0,2002.0,1,0
2252,1,3,73.0,0,2007.0,1,0
2253,0,3,89.4,0,2008.0,1,0
2254,0,3,104.1,0,2008.0,1,0
2255,1,3,75.8,1,2000.0,1,0
2256,7,3,88.03,0,2014.0,0,1
2257,8,3,97.45,0,2015.0,1,1
2258,7,3,98.0,0,2000.0,0,1
2260,7,3,87.68,1,2019.0,0,1
2261,7,3,97.53,1,2016.0,1,1
2262,9,3,90.0,0,2012.0,1,1
2264,10,2,66.97,1,1988.0,0,1
2265,7,3,88.03,1,2016.0,0,1
2266,11,3,86.75,0,2016.0,0,1
2267,10,2,60.98,0,1998.0,0,1
2269,12,3,132.0,0,2006.0,0,1
2270,7,3,88.97,0,2017.0,0,1
2271,13,2,87.0,1,2000.0,1,1
2272,7,3,110.0,0,2016.0,0,1
2273,13,3,77.84,0,2004.0,0,1
2274,8,2,82.63,1,2007.0,1,1
2276,7,4,128.0,0,2019.0,0,1
2277,9,3,74.03,0,2017.0,1,1
2278,8,3,90.0,0,2016.0,0,1
2279,7,3,87.64,1,2013.0,0,1
2281,7,3,101.0,1,2020.0,0,1
2282,13,3,86.99,0,2018.0,1,1
2283,14,2,76.91,0,2015.0,0,1
2285,15,3,82.0,0,2019.0,0,1
2286,16,3,93.0,0,2018.0,0,1
2287,9,3,92.19,0,2012.0,1,1
2288,7,3,106.6,1,2016.0,0,1
2290,11,3,87.0,0,2019.0,1,1
2291,17,3,88.06,0,2016.0,1,1
2292,13,2,67.24,0,2012.0,0,1
2293,14,2,77.81,1,2013.0,1,1
2294,11,3,88.65,1,2016.0,0,1
2295,12,3,85.23,1,1990.0,1,1
2297,7,2,66.0,1,1999.0,0,1
2298,9,3,87.0,0,2012.0,0,1
2299,10,2,65.79,0,1995.0,0,1
2300,11,3,90.0,0,2020.0,1,1
2302,7,3,96.0,1,2020.0,0,1
2303,12,3,131.07,0,2005.0,0,1
2304,7,3,86.48,0,2019.0,1,1
2306,7,3,93.09,1,2015.0,1,1
2307,7,3,96.0,1,2017.0,1,1
2308,8,2,86.0,0,2018.0,0,1
2309,9,3,89.0,0,2015.0,1,1
2311,7,3,92.99,1,2015.0,1,1
2312,7,2,78.0,0,2017.0,0,1
2313,9,3,92.0,0,2015.0,1,1
2314,13,2,88.46,1,2020.0,1,1
2315,16,3,89.1,1,2019.0,0,1
2316,10,3,65.79,1,1989.0,0,1
2317,9,2,62.35,0,2017.0,1,1
2319,8,2,83.0,1,2009.0,0,1
2320,7,5,92.0,1,2015.0,0,1
2321,9,2,88.84,0,2019.0,1,1
2322,12,2,99.13,1,2008.0,0,1
2324,9,3,96.0,0,2020.0,1,1
2325,17,3,87.65,1,2019.0,1,1
2326,14,2,92.95,1,2009.0,1,1
2328,7,2,70.0,1,2017.0,0,1
2329,8,2,81.3,0,2011.0,0,1
2330,7,3,101.0,0,2000.0,0,1
2331,9,2,80.0,1,2019.0,1,1
2333,14,3,88.0,0,2009.0,0,1
2334,13,3,84.36,1,1996.0,1,1
2335,8,3,88.0,1,2018.0,1,1
2336,13,2,55.0,0,2000.0,1,1
2337,7,2,89.03,1,2017.0,1,1
2338,7,3,123.49,1,2016.0,0,1
2339,8,2,40.0,0,2019.0,1,1
2341,9,2,89.9,0,2016.0,1,1
2342,13,2,56.56,1,1994.0,1,1
2343,8,3,90.0,0,2014.0,0,1
2344,8,3,91.07,0,2013.0,1,1
2345,13,3,76.62,0,1995.0,1,1
2346,13,3,93.61,0,2016.0,1,1
2347,9,2,75.69,0,2013.0,1,1
2348,8,2,49.75,0,2020.0,1,1
2349,8,3,129.98,0,2010.0,1,1
2350,7,3,89.3,1,2018.0,0,1
2351,7,3,89.0,1,2013.0,0,1
2352,12,2,48.06,0,1990.0,1,1
2353,11,3,101.54,0,2019.0,1,1
2354,8,3,93.0,0,2008.0,1,1
2355,14,3,89.0,1,2018.0,1,1
2356,7,3,78.0,0,2018.0,0,1
2357,10,3,120.71,0,1998.0,1,1
2358,7,4,117.01,0,2013.0,0,1
2359,8,3,96.55,0,2013.0,1,1
2360,13,2,54.47,0,1996.0,1,1
2361,7,3,87.0,0,2000.0,0,1
2362,12,2,91.48,0,2006.0,1,1
2363,9,2,90.0,0,2008.0,1,1
2364,8,3,87.38,1,2016.0,1,1
2365,9,3,95.23,0,2013.0,1,1
2366,10,3,104.19,0,2000.0,1,1
2367,8,3,88.68,1,2013.0,1,1
2368,8,2,50.0,0,2019.0,1,1
2370,11,3,88.31,0,2018.0,0,1
2371,8,3,89.83,0,2014.0,1,1
2372,8,3,86.4,0,2019.0,0,1
2373,10,3,92.19,1,2018.0,0,1
2374,12,2,45.83,1,1998.0,0,1
2375,13,2,56.0,0,2000.0,1,1
2376,7,3,78.0,1,2002.0,1,1
2377,10,3,112.92,1,1998.0,1,1
2378,7,2,78.0,1,2019.0,0,1
2379,17,3,87.47,0,2016.0,1,1
2380,9,2,77.73,0,2018.0,1,1
2381,14,2,85.65,0,2018.0,0,1
2382,7,3,99.33,0,2019.0,0,1
2383,7,3,113.84,1,2017.0,1,1
2384,9,3,93.81,0,2019.0,1,1
2385,9,3,78.72,0,2017.0,1,1
2386,7,3,89.0,0,2013.0,1,1
2387,7,3,89.0,0,2017.0,0,1
2388,8,2,88.58,0,2012.0,1,1
2389,8,2,41.0,0,2020.0,1,1
2390,9,3,85.27,1,2018.0,0,1
2391,8,3,137.74,1,2015.0,0,1
2392,10,3,85.0,0,2000.0,0,1
2393,8,2,87.09,0,2005.0,0,1
2394,12,2,69.61,1,1999.0,1,1
2395,7,3,105.0,0,2006.0,0,1
2396,9,2,89.08,0,2019.0,0,1
2397,12,3,68.07,1,2000.0,1,1
2398,8,3,89.13,0,2019.0,0,1
2399,10,2,76.06,0,2007.0,1,1
2400,8,2,95.87,0,2007.0,1,1
2401,10,3,120.28,0,2002.0,0,1
2403,8,2,86.0,1,2017.0,0,1
2404,13,2,63.0,1,1996.0,1,1
2405,7,3,96.0,1,2020.0,0,1
2406,9,3,106.07,0,2017.0,1,1
2407,10,2,52.0,1,1992.0,0,1
2408,8,3,89.28,0,2015.0,1,1
2409,7,3,99.0,0,2017.0,1,1
2410,14,3,88.5,0,2018.0,1,1
2411,7,4,125.0,0,2018.0,0,1
2412,8,4,111.89,3,2012.0,1,1
2413,7,2,78.0,0,2010.0,1,1
2414,7,3,88.8,0,2016.0,1,1
2415,7,5,177.21,1,2015.0,1,1
2416,12,2,57.96,1,1998.0,1,1
2418,8,3,118.0,0,2013.0,0,1
2419,12,3,73.36,1,1989.0,1,1
2420,8,2,90.24,0,2008.0,1,1
2421,7,3,86.64,0,2018.0,0,1
2422,7,3,131.0,0,2000.0,0,1
2423,12,3,68.19,1,1985.0,1,1
2425,13,2,47.0,0,1992.0,1,1
2426,9,2,97.0,0,2011.0,1,1
2427,18,3,89.0,0,2020.0,0,1
2429,14,3,121.0,0,2019.0,1,1
2430,9,3,81.66,0,2012.0,1,1
2431,7,2,65.0,0,2012.0,0,1
2432,7,3,91.25,1,2016.0,1,1
2433,7,4,133.14,1,2020.0,0,1
2434,13,2,74.96,0,1992.0,1,1
2436,9,3,84.08,1,2016.0,0,1
2437,16,3,92.0,0,2016.0,0,1
2438,8,3,97.97,1,2017.0,1,1
2440,18,3,111.72,0,2018.0,1,1
2441,11,2,80.0,0,2016.0,0,1
2442,9,3,103.0,0,2019.0,0,1
2443,7,3,93.01,0,2000.0,1,1
2444,7,3,91.19,1,2020.0,0,1
2445,12,3,130.48,1,2007.0,1,1
2447,14,3,89.0,0,2018.0,1,1
2448,7,3,61.69,0,2017.0,1,1
2449,7,4,136.09,0,2016.0,0,1
2450,16,3,127.44,0,2017.0,0,1
2451,7,3,93.6,0,2017.0,1,1
2452,14,4,174.45,0,2018.0,1,1
2454,9,3,89.0,0,2010.0,1,1
2455,13,2,86.4,7,2017.0,0,1
2456,12,2,72.0,4,1998.0,1,1
2457,7,3,88.19,1,2018.0,0,1
2458,7,4,128.0,0,2021.0,0,1
2459,12,5,206.24,0,2005.0,0,1
2460,17,2,86.0,0,2006.0,1,1
2461,12,3,142.88,1,2005.0,1,1
2462,17,3,90.0,1,2019.0,0,1
2463,14,4,177.63,0,2016.0,0,1
2464,8,2,65.0,0,2016.0,0,1
2465,18,3,89.0,0,2019.0,0,1
2466,13,2,92.22,1,2001.0,1,1
2467,7,3,90.36,0,2010.0,1,1
2468,12,3,119.68,1,2008.0,1,1
2469,9,3,77.81,0,2020.0,1,1
2470,8,3,85.0,0,2014.0,1,1
2471,7,3,89.0,1,2018.0,0,1
2472,10,3,90.53,1,2000.0,0,1
2473,18,3,110.21,1,2020.0,0,1
2474,8,3,115.0,0,2010.0,1,1
2475,10,3,108.93,0,2000.0,0,1
2476,12,2,51.3,0,1992.0,1,1
2477,14,2,89.0,1,2000.0,0,1
2478,9,2,76.74,0,2012.0,1,1
2479,8,2,45.0,1,2020.0,1,1
2480,17,3,98.0,1,2019.0,0,1
2481,7,3,88.78,1,2017.0,0,1
2482,11,3,87.45,0,2019.0,0,1
2483,9,3,90.05,0,2014.0,1,1
2484,7,2,68.0,0,2014.0,0,1
2485,17,3,95.0,0,2017.0,0,1
2486,11,3,97.0,0,2015.0,0,1
2487,12,3,106.79,0,2017.0,1,1
2488,7,3,89.32,0,2020.0,1,1
2489,17,3,85.2,0,2010.0,1,1
2490,18,3,93.58,0,2018.0,1,1
2491,18,3,116.0,1,2013.0,0,1
2492,8,2,102.58,0,2005.0,1,1
2493,9,3,106.51,0,2015.0,1,1
2494,10,3,114.0,0,2004.0,0,1
2495,8,3,89.97,1,2019.0,1,1
2496,8,4,128.0,0,2000.0,1,1
2497,17,3,89.94,0,2019.0,0,1
2498,18,3,83.19,1,2019.0,0,1
2499,10,2,47.61,0,1990.0,0,1
2500,7,4,130.0,1,2020.0,0,1
2501,17,3,94.45,0,2014.0,1,1
2502,9,3,110.73,1,2015.0,1,1
2503,14,2,52.07,0,2018.0,1,1
2504,9,3,101.0,0,2014.0,0,1
2505,12,3,131.98,0,2005.0,1,1
2506,8,3,93.0,0,2008.0,0,1
2507,17,4,138.0,0,2011.0,0,1
2508,11,3,100.28,0,2017.0,0,1
2509,7,2,72.0,1,2017.0,1,1
2510,8,3,115.0,0,2014.0,0,1
2511,7,3,86.0,0,2008.0,0,1
2512,12,2,48.9,1,1988.0,1,1
2514,10,2,63.03,1,2000.0,0,1
2515,7,2,88.0,1,2016.0,0,1
2516,7,3,92.2,1,2018.0,0,1
2517,10,2,89.46,1,2004.0,0,1
2518,9,2,88.0,0,2020.0,0,1
2519,7,3,99.0,1,2019.0,1,1
2520,7,3,97.0,0,2018.0,1,1
2521,7,3,99.0,1,2018.0,1,1
2522,12,3,93.08,1,2018.0,0,1
2523,9,2,89.0,0,2020.0,0,1
2524,10,2,53.44,0,1991.0,0,1
2525,7,3,105.0,0,2017.0,1,1
2526,14,3,111.24,0,2016.0,1,1
2527,9,2,87.87,0,2008.0,1,1
2528,18,3,89.22,1,2022.0,1,1
2529,7,3,86.0,1,2019.0,0,1
2530,8,3,90.76,0,2017.0,1,1
2531,7,3,105.0,1,2020.0,0,1
2532,18,3,99.0,1,2020.0,1,1
2533,11,3,89.73,0,2019.0,1,1
2534,10,2,49.58,1,1997.0,0,1
2535,13,4,130.6,0,2005.0,1,1
2536,12,3,105.33,0,2005.0,1,1
2537,18,2,77.61,0,2020.0,1,1
2538,8,3,96.12,0,2003.0,1,1
2539,7,4,129.73,0,2019.0,0,1
2541,11,2,75.71,0,2010.0,0,1
2542,8,3,105.5,0,2010.0,1,1
2543,18,3,93.22,0,2016.0,0,1
2544,11,2,81.0,0,2017.0,0,1
2545,13,2,87.19,9,2018.0,0,1
2546,11,3,88.93,1,2014.0,0,1
2547,7,1,46.34,1,2013.0,1,1
2548,7,1,30.0,0,2020.0,0,1
2549,15,3,89.85,0,2019.0,0,1
2550,7,2,66.0,3,2015.0,0,1
2551,10,3,112.0,0,2005.0,1,1
2552,12,4,89.0,0,2007.0,1,1
2553,7,2,88.0,0,2013.0,1,1
2554,8,3,121.0,0,2020.0,1,1
2555,14,3,89.0,2,2014.0,1,1
2556,13,3,96.84,0,2000.0,1,1
2557,11,3,88.65,1,2017.0,1,1
2558,18,2,78.0,0,2015.0,0,1
2559,12,3,95.97,0,2009.0,1,1
2560,8,3,171.72,1,2007.0,0,1
2561,12,3,136.71,0,2005.0,1,1
2562,7,3,89.0,3,2013.0,0,1
2563,8,3,89.87,0,2016.0,1,1
2564,12,3,127.5,0,2018.0,1,1
2565,9,2,82.71,1,2012.0,0,1
2566,13,2,85.0,0,2006.0,1,1
2567,8,3,89.04,0,2018.0,1,1
2568,9,2,80.0,0,2016.0,0,1
2569,7,2,87.01,0,2018.0,1,1
2570,17,3,88.0,0,2016.0,1,1
2571,9,2,82.0,0,2020.0,1,1
2572,12,3,80.27,0,2000.0,1,1
2573,13,3,89.0,0,2000.0,1,1
2574,8,3,120.0,0,2015.0,1,1
2575,10,3,96.35,1,2008.0,0,1
2576,13,2,50.46,1,1994.0,1,1
2577,12,2,91.67,1,2008.0,1,1
2578,7,3,90.0,1,2018.0,0,1
2579,9,2,80.0,0,2019.0,1,1
2580,8,3,116.17,0,2014.0,1,1
2581,18,3,118.1,0,2018.0,1,1
2582,14,2,60.44,0,2012.0,1,1
2583,10,3,72.0,1,1987.0,1,1
2584,9,3,73.62,0,2014.0,1,1
2585,7,3,97.53,0,2018.0,1,1
2586,7,2,96.0,0,2012.0,1,1
2587,18,3,102.0,0,2020.0,1,1
2588,12,2,87.0,0,2006.0,1,1
2589,9,2,84.0,1,2020.0,1,1
2590,7,3,110.0,0,2008.0,1,1
2591,11,2,93.57,1,2003.0,1,1
2592,10,3,106.85,1,2000.0,1,1
2593,13,3,75.42,0,1990.0,1,1
2594,8,3,92.67,0,2004.0,1,1
2595,10,3,64.0,0,1994.0,1,1
2596,7,2,88.0,1,2017.0,0,1
2597,14,3,121.0,0,2010.0,1,1
2598,8,2,71.36,0,2015.0,0,1
2599,7,3,107.62,0,2010.0,1,1
2600,13,2,89.0,0,2008.0,0,1
2601,8,3,102.0,0,2006.0,1,1
2602,9,2,88.6,0,2012.0,0,1
2603,10,3,72.81,0,1985.0,1,1
2604,15,2,83.0,0,2019.0,0,1
2605,9,4,151.54,0,2014.0,0,1
2606,7,3,89.46,1,2000.0,0,1
2607,7,2,66.0,1,2015.0,0,1
2608,8,2,93.3,1,2012.0,1,1
2609,14,3,142.22,1,2016.0,0,1
2610,11,3,119.8,1,2019.0,1,1
2611,7,3,89.71,1,2018.0,0,1
2612,17,3,119.85,0,2016.0,1,1
2613,11,1,40.0,0,2019.0,1,1
2614,18,2,89.0,0,2015.0,0,1
2615,13,3,64.06,1,1990.0,1,1
2616,17,3,102.65,0,2000.0,1,1
2617,7,2,66.0,1,2017.0,0,1
2618,7,3,89.0,1,2019.0,1,1
2619,11,3,89.73,0,2020.0,1,1
2620,9,3,91.51,0,2018.0,1,1
2621,7,3,89.0,1,2018.0,1,1
2622,14,3,90.53,0,2009.0,1,1
2623,7,3,88.81,0,2010.0,0,1
2624,13,3,105.0,0,2007.0,1,1
2625,8,3,122.0,1,2013.0,1,1
2626,7,2,89.0,1,2017.0,0,1
2627,13,3,104.0,0,2000.0,1,1
2628,13,2,86.0,0,2006.0,1,1
2629,18,3,99.59,0,2022.0,1,1
